lat,long
21.3069,-157.8584
33.9736,-118.2479
35.9189,-77.7319
27.1893,-82.4845
,
41.8264,-89.4861
29.7634,-95.3634
35.1121,-81.9205
35.4678,-97.5164
42.1158,-88.6788
41.1887,-81.6365
36.1660,-86.7732
42.2569,-122.8968
40.7625,-73.3224
37.2155,-93.2981
40.4720,-87.1412
34.1843,-118.9097
40.3189,-86.4688
,
21.3069,-157.8584
39.7398,-104.8562
46.8187,-122.0294
34.2868,-84.1728
39.2202,-120.9008
36.1736,-115.1264
,
47.6177,-122.2108
35.2287,-80.8458
35.1637,-83.4339
,
35.6513,-82.7660
34.8480,-82.4010
36.7641,-76.1994
34.8480,-82.4010
35.3672,-110.9975
35.5901,-82.5582
42.9614,-70.9880
32.7254,-97.3208
47.6648,-117.4375
47.6648,-117.4375
,
35.9591,-78.2472
,
47.2534,-122.4432
34.7774,-82.3051
34.1995,-118.3044
,
39.1576,-75.4940
,
,
47.6110,-122.3335
36.6763,-76.9565
30.5817,-81.8137
45.8032,-122.7015
,
39.2954,-76.6239
47.3537,-96.5258
,
45.4432,-122.5325
45.3085,-122.7794
33.8880,-118.1290
27.5006,-81.3824
,
25.7738,-80.1936
41.2205,-82.5902
40.3000,-76.4200
,
37.77,-122.41
47.6732,-122.1976
,
44.6528,-93.6132
,
,
,
,
38.3872,-75.1024
41.3954,-73.3184
,
33.8991,-118.1652
27.9475,-82.4588
33.8991,-118.1652
,
,
47.2534,-122.4432
40.7995,-124.1527
35.4997,-80.6765
41.9126,-83.4730
39.0434,-81.3990
43.0601,-75.6277
41.2234,-111.9731
40.2920,-77.0001
35.0911,-89.6586
,
37.2155,-93.2981
,
37.7369,-83.0858
39.3507,-101.0559
37.0823,-122.0612
,
29.4728,-98.5356
32.7877,-96.7999
47.4273,-93.3796
,
,
41.6879,-72.4021
43.1544,-77.6156
,
39.6066,-79.6355
41.0398,-76.0114
41.5328,-87.8894
28.1847,-81.6275
39.9892,-75.6119
33.6187,-117.9283
32.9718,-117.2182
,
33.5451,-117.7761
42.3343,-88.0546
32.9314,-112.7344
25.7738,-80.1936
,
42.2061,-83.2047
39.9662,-76.2578
,
,
36.6603,-121.6498
,
35.9566,-79.9928
38.6296,-90.0136
35.9566,-79.9928
34.6516,-86.2319
41.5326,-85.2722
34.1995,-118.3044
,
27.9475,-82.4588
39.0839,-77.1534
44.5437,-73.1485
,
45.9514,-89.2601
39.2677,-94.3893
,
30.3383,-81.7706
34.1846,-82.4333
,
35.0663,-78.8893
40.3630,-79.9017
47.6728,-91.9870
42.0542,-92.9315
,
45.4965,-122.7999
28.9407,-81.3144
34.6805,-82.8167
37.7,-122.45
27.4067,-82.4660
37.7770,-122.2159
45.6988,-122.7198
30.4273,-86.8854
42.7360,-121.5424
37.8700,-122.0705
47.5943,-122.6265
35.9110,-79.0821
35.7752,-86.3311
,
,
47.1724,-122.1742
44.0456,-70.3871
37.9578,-121.2897
,
21.9855,-159.4177
32.2179,-110.9686
33.9736,-118.2479
,
34.1995,-118.3044
29.0187,-82.4395
47.6110,-122.3335
44.2138,-71.8900
,
29.4728,-98.5356
,
34.2091,-119.1831
32.7877,-96.7999
42.3573,-71.0645
42.2935,-71.2993
41.9667,-73.5443
41.5372,-72.7794
,
,
37.8324,-121.1871
,
37.6941,-97.1052
33.9943,-117.3778
40.0312,-75.7210
42.3283,-89.1475
39.9858,-74.1595
41.2330,-95.8774
38.6404,-82.9851
41.2330,-95.8774
,
30.3383,-81.7706
35.0739,-83.7052
33.5723,-90.1200
41.8628,-88.0583
36.3063,-91.0554
,
42.8910,-105.1056
,
43.9624,-86.3978
40.1770,-83.0946
,
28.3069,-81.4229
,
33.0368,-117.2914
40.6350,-76.0620
29.8325,-95.7324
,
,
40.7220,-73.5577
37.8465,-96.7577
29.9357,-95.0594
25.7738,-80.1936
38.2067,-83.4086
42.6686,-83.2903
35.2771,-78.5425
,
44.7306,-68.9313
34.2187,-88.7658
32.5946,-81.4774
,
33.3740,-80.8055
33.9736,-118.2479
36.1736,-115.1264
34.3349,-119.3507
27.7956,-97.3994
41.4586,-93.0681
,
47.2060,-119.7993
35.2968,-96.9507
46.9542,-123.0250
47.9427,-122.0138
,
,
46.7436,-122.9793
,
28.9784,-80.9250
38.5819,-121.4935
40.6081,-75.4689
29.5523,-99.5835
46.7436,-122.9793
33.6402,-95.9245
33.9400,-118.1319
,
41.4995,-81.6959
33.4432,-111.8553
33.4432,-111.8553
39.7547,-94.2623
,
,
42.1016,-72.0798
25.7738,-80.1936
41.6869,-73.8988
33.1176,-80.8058
45.5960,-123.2722
37.1634,-122.1562
41.3954,-73.3184
42.1897,-87.8059
33.4486,-112.0733
,
32.7199,-117.1805
34.7114,-86.5493
34.6193,-112.4194
34.1040,-117.2925
31.3241,-82.2464
42.1106,-88.0342
42.6441,-86.2010
39.1041,-94.5997
37.8501,-94.3446
47.2534,-122.4432
37.9898,-121.8073
,
42.4665,-73.2894
30.5006,-97.6302
34.4191,-119.7034
40.6350,-76.0620
40.1689,-105.0932
,
34.6411,-111.7721
39.8028,-105.0869
45.7683,-111.3739
40.2392,-75.9743
34.1071,-84.9633
39.9311,-77.6586
36.3977,-99.8894
34.1046,-84.0037
34.3070,-90.2926
38.4996,-95.5999
34.2707,-118.7905
38.5318,-91.0342
,
,
,
41.3969,-87.3248
33.7433,-118.2754
37.9712,-81.1170
29.7634,-95.3634
36.0287,-79.4972
39.9629,-81.9885
41.3954,-73.3184
38.8765,-91.5167
,
41.9667,-73.5443
35.2287,-80.8458
37.0956,-121.6045
,
35.0459,-85.3097
42.2017,-83.6219
,
,
43.4985,-75.9769
43.9174,-72.1892
,
40.7272,-73.6351
41.1532,-85.4806
40.4069,-76.8840
42.2627,-71.8028
,
,
42.1775,-77.1400
41.5173,-94.6556
41.9667,-73.5443
39.2656,-77.2863
33.6187,-117.9283
47.6110,-122.3335
42.5547,-82.9166
47.8854,-120.4708
33.4195,-88.4869
40.2990,-83.0567
41.5673,-87.7754
40.9406,-79.7429
,
,
40.7987,-81.3788
,
36.4515,-81.8384
41.85,-87.65
47.6110,-122.3335
33.5208,-86.8027
42.4646,-82.8997
34.4754,-114.3402
38.4120,-78.1710
41.6361,-87.7374
36.1736,-115.1264
,
44.9586,-123.0026
41.85,-87.65
33.2420,-93.1808
28.5620,-100.3325
,
,
41.5727,-87.2656
,
32.7199,-117.1805
40.6865,-73.4105
,
,
38.9858,-74.9062
41.9756,-84.2706
47.6110,-122.3335
,
34.1468,-118.1382
,
34.4356,-119.8269
,
25.7738,-80.1936
40.2455,-79.2376
,
40.0301,-74.9476
,
41.9552,-87.9401
26.5742,-81.9439
42.5170,-92.4912
38.5439,-122.8106
34.0713,-117.7009
39.2673,-76.7986
38.5439,-122.8106
38.5439,-122.8106
38.5439,-122.8106
39.1576,-75.4940
38.9315,-84.0280
37.8501,-94.3446
27.3364,-82.5308
32.3798,-111.4638
34.6564,-86.8144
,
32.9314,-112.7344
45.1406,-122.8443
37.9839,-120.3897
34.7658,-87.1082
33.7486,-84.3884
28.0747,-80.6326
44.7798,-71.8452
35.2287,-80.8458
28.8323,-81.2995
33.5865,-86.0011
33.7868,-86.4468
,
,
33.6850,-79.7781
33.0964,-80.1953
38.4534,-122.7814
40.5704,-79.7278
,
46.3894,-120.0173
,
33.7433,-118.2754
,
38.5819,-121.4935
,
,
26.1211,-80.1272
34.7549,-82.9466
,
32.5578,-85.4799
,
,
,
,
33.1915,-111.6213
,
,
41.6034,-72.7761
33.7484,-117.7455
,
36.8123,-76.3695
,
33.9076,-78.1242
40.1279,-85.3684
,
,
33.5907,-101.8535
33.1631,-117.2475
38.3689,-82.4128
,
37.1177,-85.2643
35.1560,-120.3652
39.7393,-104.9844
33.7654,-78.7957
,
38.3689,-82.4128
26.1211,-80.1272
,
43.3716,-88.7057
42.1129,-87.9812
48.1806,-121.9513
34.8480,-82.4010
36.1431,-86.5897
43.1222,-70.9225
,
41.6006,-93.6087
37.9744,-87.5555
40.7123,-74.3617
,
40.0378,-79.1237
35.1976,-86.1300
35.9061,-82.0671
40.7100,-88.9000
34.2662,-85.2215
39.4668,-87.4112
41.0442,-81.5254
39.7432,-121.8397
33.1915,-111.6213
35.0846,-106.6516
39.8419,-74.9633
43.2363,-87.9834
35.4935,-97.1417
38.9858,-74.9062
,
,
34.6552,-114.6437
,
,
,
40.7226,-91.4629
,
,
38.5819,-121.4935
,
48.2323,-108.6574
29.7634,-95.3634
35.3667,-94.4147
46.2193,-119.1781
33.6002,-117.6711
,
30.9039,-94.3332
,
30.4021,-90.7499
44.3230,-70.5370
33.8670,-118.0686
,
47.8801,-121.4526
45.5074,-122.6898
43.0386,-87.9067
,
41.4995,-81.6959
38.0160,-84.4879
34.1941,-89.3574
34.1286,-84.2949
,
41.9747,-91.6554
38.8974,-77.2529
41.4405,-76.9897
30.4021,-90.7499
,
39.7393,-104.9844
40.7746,-74.4010
38.5730,-97.8908
31.5861,-110.1729
,
37.5277,-91.4392
36.1183,-80.0760
39.0486,-95.6778
,
,
40.0394,-75.6381
41.3580,-72.0385
,
42.2273,-78.2937
,
33.7849,-84.1986
36.4585,-80.6207
40.8150,-73.3629
39.1175,-94.6238
33.4486,-112.0733
40.7566,-111.9012
47.8061,-122.3755
44.9900,-70.3505
,
,
,
,
28.5446,-81.3745
30.2306,-85.6436
39.8000,-89.6503
,
,
47.9908,-122.1990
47.4511,-122.1963
,
,
34.2091,-119.1831
,
,
41.3969,-87.3248
39.1803,-86.2280
,
40.4739,-79.9559
,
36.8598,-75.9812
40.6937,-89.5887
26.5253,-80.0668
35.3452,-78.8682
,
41.1306,-85.1289
41.9430,-86.3701
28.0942,-81.7226
42.1106,-88.0342
,
41.9754,-88.0986
37.77,-122.41
38.2111,-78.9331
,
33.7668,-118.1886
41.9193,-71.4430
,
,
,
39.3876,-80.2696
,
30.2197,-97.7473
39.0024,-104.5250
47.6648,-117.4375
32.7776,-79.9419
42.2401,-71.9188
40.3281,-78.9105
42.4665,-73.2894
41.9747,-91.6554
25.7738,-80.1936
35.5300,-120.7181
,
33.4148,-111.9088
,
33.4486,-112.0733
34.6100,-112.3153
30.7010,-97.9330
32.7456,-111.6793
32.2179,-110.9686
33.3241,-111.8769
32.8729,-111.7449
33.5240,-111.9036
43.5655,-71.4815
33.4486,-112.0733
33.2412,-112.7681
33.7094,-117.6670
33.7094,-117.6670
,
32.2179,-110.9686
,
44.2402,-120.6049
33.7516,-84.7478
36.4458,-83.5877
,
,
42.4328,-71.0544
34.1995,-118.3044
38.4482,-93.1817
36.3267,-80.3380
38.5411,-93.5205
32.7199,-117.1805
41.5651,-90.4559
33.8746,-80.3541
41.7689,-88.1351
38.9717,-91.2267
38.9993,-91.8851
34.1995,-118.3044
33.3241,-111.8769
42.26,-71.61
34.4356,-119.8269
,
29.5603,-94.4222
,
,
40.1005,-83.0139
,
,
29.7634,-95.3634
34.0390,-117.7608
39.4857,-74.9728
28.2409,-81.2888
26.5253,-80.0668
,
37.0690,-122.1569
42.0334,-88.0833
43.1022,-72.8134
,
35.2287,-80.8458
42.6388,-85.3206
47.2374,-93.5301
43.7196,-84.4002
33.9736,-118.2479
44.0367,-69.8592
,
34.8857,-81.0209
,
,
41.3917,-81.6414
,
,
,
42.1522,-79.0962
38.7134,-108.1038
38.9431,-122.7915
40.8200,-74.0910
45.5074,-122.6898
45.4965,-122.7999
32.6291,-97.1547
34.0033,-118.0261
,
32.2179,-110.9686
33.8308,-118.3875
39.3248,-76.7150
33.9736,-118.2479
37.7467,-89.9038
34.4242,-118.5073
,
,
42.2705,-85.5602
34.2662,-85.2215
38.9811,-81.6935
40.0688,-80.6463
,
39.0839,-77.1534
27.3364,-82.5308
,
41.5491,-72.0914
30.4261,-84.2517
40.7395,-73.7940
42.3291,-83.4879
40.7286,-74.0775
41.3458,-72.1057
,
39.6346,-80.0744
36.8526,-121.5292
44.4243,-89.5318
27.3364,-82.5308
35.7596,-78.7795
43.1544,-77.6156
35.8912,-92.1162
47.1171,-91.8567
37.9898,-121.8073
37.77,-122.41
47.6110,-122.3335
39.9525,-75.1644
,
40.7876,-74.3300
,
42.3232,-71.4352
,
28.5446,-81.3745
,
37.6677,-121.0148
28.5446,-81.3745
33.8409,-114.1309
,
42.2061,-83.2047
,
,
35.7091,-105.8594
41.8396,-73.1261
32.7074,-114.6801
33.8946,-118.2992
32.2858,-106.7449
38.8184,-77.0604
37.9955,-122.2814
30.3383,-81.7706
36.5395,-85.4585
,
35.0703,-80.5295
45.9874,-112.5052
34.2707,-118.7905
34.4836,-118.0604
,
,
47.2534,-122.4432
33.3701,-112.4059
42.8945,-78.8869
38.6697,-121.3813
32.6668,-117.0888
37.4397,-87.4540
33.5735,-112.2596
33.2879,-84.2751
44.6420,-123.2759
,
36.2947,-119.3813
38.5545,-82.6900
45.4965,-122.7999
,
,
35.6506,-120.7444
37.77,-122.41
34.0887,-110.1229
29.7634,-95.3634
40.4739,-79.9559
33.2192,-97.1499
41.3141,-81.6734
35.7749,-83.5714
36.5395,-85.4585
,
45.3224,-122.9829
38.1311,-122.5528
39.7432,-121.8397
40.1125,-79.6048
37.5098,-121.6389
,
41.1176,-96.0685
33.3621,-81.2893
28.1847,-81.6275
,
40.5984,-105.1264
35.2287,-80.8458
44.0040,-88.9867
,
44.2402,-120.6049
38.8336,-104.8206
37.7163,-121.9124
41.4994,-87.7441
29.4748,-81.1274
41.7343,-70.1982
37.7712,-89.3312
,
38.9934,-76.5470
40.7518,-74.1198
33.9264,-117.5628
34.1499,-117.6572
41.19,-73.12
42.2628,-88.0474
46.7964,-119.1225
,
39.9525,-75.1644
32.6888,-97.6424
26.5253,-80.0668
33.7654,-78.7957
29.9105,-91.0361
,
,
35.0576,-106.1729
,
37.6687,-122.0799
26.9716,-82.1548
27.9377,-82.2445
40.7435,-73.9186
31.4547,-85.6440
41.6196,-86.1382
,
37.8718,-122.2718
47.6527,-121.8978
33.4486,-112.0733
,
47.3078,-122.3112
,
33.7668,-118.1886
,
,
31.7630,-106.4856
38.5545,-82.6900
38.5545,-82.6900
45.6766,-122.2049
,
,
42.0303,-93.5856
37.6529,-98.7676
34.8933,-82.5803
36.3926,-121.6276
,
33.3929,-117.5296
42.2569,-122.8968
37.2155,-93.2981
38.7134,-108.1038
38.8287,-75.6014
,
,
32.2179,-110.9686
,
,
,
29.7634,-95.3634
,
32.8729,-111.7449
36.1585,-81.1478
,
,
36.4851,-79.7390
43.6139,-116.2025
47.3744,-122.7162
47.3744,-122.7162
44.2738,-121.2605
42.6496,-71.1660
33.9736,-118.2479
30.8270,-81.7303
34.6657,-117.5013
,
39.0394,-95.2031
43.0814,-78.0179
,
39.6493,-105.0112
44.7541,-74.7882
,
34.7295,-77.4984
35.7091,-105.8594
40.2553,-96.7279
34.2707,-118.7905
39.9525,-75.1644
37.3435,-121.8887
37.8901,-122.1060
36.1736,-115.1264
43.6390,-72.9229
42.2206,-91.1882
32.8502,-108.2617
,
37.6687,-122.0799
,
,
35.1560,-120.3652
35.2526,-82.5333
,
,
,
40.6856,-81.2625
39.6599,-83.5638
45.3224,-84.4655
,
40.1689,-105.0932
,
33.9736,-118.2479
40.7618,-110.7177
33.9736,-118.2479
,
,
33.6002,-117.6711
41.6981,-88.0775
,
,
36.6763,-76.9565
,
,
,
,
45.4732,-93.2922
,
30.3383,-81.7706
40.9173,-81.1318
,
33.4148,-111.9088
42.6429,-78.5434
29.7634,-95.3634
34.1154,-117.8130
39.4763,-88.3595
,
47.5943,-122.6265
32.2179,-110.9686
26.2318,-80.1225
40.7566,-111.9012
,
33.7965,-84.0331
34.1154,-117.8130
34.0153,-118.4936
45.2090,-122.2131
29.7290,-96.6025
28.2333,-82.1815
28.5446,-81.3745
45.9874,-112.5052
29.7290,-96.6025
41.4995,-81.6959
,
33.5843,-114.6263
,
37.5277,-91.4392
37.1720,-92.0529
38.6370,-92.7826
35.1706,-85.2045
37.6677,-121.0148
,
39.0839,-77.1534
30.2197,-97.7473
,
,
,
47.0345,-120.3914
41.0442,-81.5254
38.3850,-83.8849
37.5277,-91.4392
,
35.4576,-120.6803
37.2057,-104.4555
33.4939,-117.1475
36.1660,-86.7732
,
32.5976,-96.6712
29.7634,-95.3634
,
,
41.6884,-71.9092
32.0835,-98.0594
35.0846,-106.6516
40.8655,-75.8685
47.6110,-122.3335
44.2738,-121.2605
,
32.8502,-108.2617
47.5449,-122.5815
47.5943,-122.6265
47.5943,-122.6265
47.5943,-122.6265
,
,
45.6603,-108.3843
41.85,-87.65
47.1092,-123.9702
,
40.1279,-85.3684
42.0526,-87.8905
,
,
38.9837,-77.3828
61.2353,-149.3206
41.7178,-85.9728
25.7738,-80.1936
,
36.1736,-115.1264
,
47.6110,-122.3335
30.5252,-96.6919
,
,
36.3880,-86.4609
,
37.4633,-122.2408
34.2380,-83.8946
47.5943,-122.6265
,
,
26.5253,-80.0668
,
33.7886,-117.9277
37.3754,-120.3802
43.2692,-102.7648
41.2110,-73.0519
39.1041,-94.5997
32.9935,-117.0171
40.1497,-75.1213
,
32.7199,-117.1805
32.8678,-96.4156
39.0487,-93.1995
38.8073,-76.5280
,
32.2320,-98.2133
,
,
30.3118,-95.6745
35.0846,-106.6516
,
,
37.4950,-122.2677
34.1031,-117.3874
37.9593,-97.9040
37.1720,-92.0529
38.3176,-122.4850
,
,
40.7566,-111.9012
,
35.2287,-80.8458
35.6775,-77.9125
35.7091,-105.8594
32.5072,-93.7444
47.6110,-122.3335
,
,
30.1480,-81.7941
40.9200,-75.7159
40.5518,-74.4647
40.2158,-75.0730
,
41.4230,-88.0832
,
39.5189,-77.6961
41.5151,-82.9650
,
41.5881,-71.4620
39.5189,-77.6961
41.3764,-82.0197
45.5074,-122.6898
26.5742,-81.9439
27.9475,-82.4588
38.4534,-122.7814
40.8650,-74.8227
,
,
39.7393,-104.9844
,
30.2197,-97.7473
33.8809,-117.2247
33.4148,-111.9088
,
33.7654,-78.7957
34.6564,-86.8144
33.7034,-116.2292
47.2534,-122.4432
21.4496,-157.8276
,
30.4242,-87.2211
,
,
,
32.6133,-99.6932
,
39.7115,-122.3773
37.9839,-120.3897
39.5285,-119.8043
30.7587,-103.8642
37.7161,-115.1576
37.5670,-121.9827
28.5446,-81.3745
35.7091,-105.8594
,
35.0846,-106.6516
37.0323,-121.9438
40.9488,-72.5766
,
,
44.0778,-123.0436
,
37.8998,-121.7351
40.5919,-85.8860
41.6161,-76.5285
59.5718,-151.1856
39.2553,-84.2435
29.4748,-81.1274
37.3435,-121.8887
,
34.1468,-118.1382
37.5539,-77.4608
41.6006,-93.6087
32.5459,-86.3300
,
42.0605,-91.5833
,
33.0463,-96.9939
30.8485,-85.9757
44.0751,-92.5124
,
35.4678,-97.5164
47.8801,-121.4526
47.6732,-122.1976
46.4443,-120.4843
42.7516,-71.8709
,
42.2627,-71.8028
32.4316,-80.6700
28.7064,-81.3431
35.2287,-80.8458
,
39.2808,-78.5156
47.2534,-122.4432
,
,
,
,
36.8672,-88.3167
32.3920,-81.8395
,
42.2627,-71.8028
38.8916,-78.5341
,
,
41.1380,-73.3442
38.9570,-93.4450
,
,
,
36.1736,-115.1264
41.1681,-80.0690
39.7432,-121.8397
42.0609,-71.2355
40.5984,-105.1264
39.7114,-108.1164
40.3281,-78.9105
39.5979,-105.0147
,
,
42.4894,-83.1417
,
39.9988,-75.2713
45.6988,-122.7198
45.5074,-122.6898
47.2068,-122.3311
42.5467,-75.5624
35.0846,-106.6516
41.9588,-73.0945
28.7064,-81.3431
,
,
43.2085,-85.2723
,
,
47.8192,-122.5284
40.9060,-73.1251
41.6161,-76.5285
40.6081,-75.4689
,
35.6050,-82.2767
36.2324,-99.0890
,
43.4346,-76.4537
,
37.1666,-81.5226
34.9287,-120.2276
45.0320,-93.8173
,
48.7477,-122.5222
,
33.7484,-117.7455
,
32.5578,-85.4799
39.7393,-104.9844
,
,
36.3233,-86.7133
41.6539,-87.7523
,
,
,
,
34.4836,-118.0604
48.5181,-122.6779
,
37.8998,-121.7351
37.8897,-91.8274
37.8897,-91.8274
,
35.4997,-80.6765
35.6675,-97.4960
45.6754,-109.0007
45.4965,-122.7999
42.1950,-122.8109
33.7484,-117.7455
,
33.9736,-118.2479
,
38.4932,-106.9402
,
,
34.1907,-83.6793
,
33.0964,-80.1953
28.5446,-81.3745
35.7752,-78.6343
43.2374,-86.2533
,
47.8722,-97.1226
,
35.7752,-78.6343
35.3879,-119.0236
47.0651,-123.3677
28.5446,-81.3745
36.7801,-121.7420
36.8424,-82.7554
32.2179,-110.9686
38.9934,-76.5470
,
,
43.7161,-72.1975
,
45.5289,-122.3600
37.9582,-122.3799
33.8478,-117.9573
41.2563,-74.3677
,
,
38.2615,-90.3963
,
47.5943,-122.6265
41.7049,-87.7788
38.7669,-82.7858
,
34.6564,-86.8144
37.7483,-122.1163
,
38.8336,-104.8206
44.8017,-122.7387
35.2118,-88.1518
,
,
,
32.9514,-96.8915
30.2197,-97.7473
,
41.7771,-72.3353
42.3296,-72.6251
,
33.7878,-117.8523
,
,
43.0291,-88.2135
,
37.9719,-122.5044
37.8740,-93.6901
35.2287,-80.8458
40.3382,-122.5169
41.0602,-73.8196
35.9646,-83.9197
35.3626,-81.9255
,
38.0149,-93.2064
,
42.3462,-83.0606
37.5108,-119.9805
39.1929,-92.1300
41.5873,-73.4158
,
39.2954,-76.6239
,
34.1464,-117.5911
43.9798,-89.7899
,
38.8866,-77.0947
48.1627,-122.4477
47.6648,-117.4375
,
,
38.4903,-92.4679
40.5764,-79.9506
47.9908,-122.1990
,
,
33.8551,-85.7760
34.1051,-111.8568
47.2471,-123.1251
33.6791,-117.9055
,
34.9912,-91.7469
47.2471,-123.1251
41.7469,-70.0695
39.5382,-76.3526
37.5539,-77.4608
34.7114,-86.5493
29.4728,-98.5356
43.0320,-71.1960
39.1929,-92.1300
26.6067,-81.6150
,
27.1978,-81.8729
27.1978,-81.8729
41.5345,-88.2228
34.1540,-112.7697
34.1540,-112.7697
35.3991,-87.9387
33.1915,-111.6213
42.3082,-87.8508
32.7449,-116.9981
41.2596,-95.9374
37.3326,-80.9702
38.9726,-122.5405
37.4430,-122.1512
,
33.4486,-112.0733
,
31.5861,-110.1729
33.1915,-111.6213
,
42.1683,-87.9547
41.4757,-87.7263
33.3929,-117.5296
33.7886,-117.9277
40.0312,-75.7210
,
36.8598,-75.9812
33.6593,-84.1429
38.3267,-122.7061
,
,
41.2596,-95.9374
41.1435,-81.4737
33.5723,-90.1200
42.4605,-70.9461
47.3734,-121.2615
34.8136,-97.4228
39.8137,-79.9685
35.7389,-82.0497
35.1496,-90.0487
39.9629,-81.9885
35.9677,-95.8150
,
37.3329,-87.4723
47.5943,-122.6265
35.5888,-80.7627
27.9026,-81.5846
37.2155,-93.2981
,
37.1445,-84.0909
42.3462,-83.0606
41.8520,-80.7905
,
,
47.7503,-122.2047
,
30.3644,-88.5666
45.4060,-93.7416
37.2155,-93.2981
27.5006,-81.3824
41.1775,-115.8925
41.1775,-115.8925
35.0846,-106.6516
33.7468,-117.8554
34.6605,-77.2595
32.7515,-109.4466
45.5074,-122.6898
,
34.6551,-111.4146
,
,
40.6154,-80.8428
,
,
42.0175,-71.0235
37.0207,-121.5724
28.5446,-81.3745
,
19.4368,-155.0223
,
28.5446,-81.3745
,
,
45.5074,-122.6898
38.5819,-121.4935
42.5159,-76.9208
35.0846,-106.6516
,
42.1057,-72.5981
,
33.8754,-117.5659
33.8754,-117.5659
39.7393,-104.9844
33.5143,-100.8065
28.2052,-82.3199
,
,
35.0846,-106.6516
42.0175,-71.0235
,
,
38.3505,-121.9196
39.5553,-76.9905
34.2659,-77.9697
46.9258,-96.8289
,
47.6110,-122.3335
29.1930,-81.0533
38.9637,-78.5364
41.1667,-73.2054
44.6323,-93.3014
46.6211,-122.9933
40.9231,-73.9986
,
,
40.8789,-74.7562
35.6506,-120.7444
36.3200,-82.3309
40.3189,-86.4688
,
33.3241,-111.8769
33.2192,-97.1499
40.3382,-122.5169
42.7452,-73.8103
47.9961,-123.3828
,
,
31.7560,-81.6052
40.0435,-86.4632
30.5006,-97.6302
40.7868,-77.8444
,
,
30.2306,-85.6436
37.8718,-122.2718
,
33.2192,-97.1499
29.8950,-84.6632
,
47.9908,-122.1990
41.6006,-93.6087
,
34.4607,-84.1518
,
33.4486,-112.0733
28.5446,-81.3745
,
26.0260,-97.2920
41.1681,-80.0690
,
39.7393,-104.9844
28.5446,-81.3745
37.9719,-122.5044
,
33.7468,-117.8554
38.5819,-121.4935
26.6067,-81.6150
,
41.3496,-87.6173
40.5215,-74.2758
38.2545,-85.7595
,
,
34.1464,-117.5911
,
40.1005,-83.0139
36.1736,-115.1264
,
35.3603,-91.6391
37.2943,-122.0944
,
,
,
29.9885,-94.0030
34.9419,-92.0685
,
41.7689,-88.1351
29.7010,-98.0767
40.5919,-85.8860
40.2049,-86.0189
41.9708,-88.0180
,
38.8822,-92.2523
37.6923,-97.3374
45.5074,-122.6898
32.7666,-96.6233
44.0025,-88.1904
26.2982,-98.4212
40.4797,-118.3371
42.2017,-83.6219
41.5204,-90.5735
41.6007,-72.8762
38.8447,-81.4383
26.3319,-81.7522
28.8027,-81.6446
33.8670,-118.0686
38.8551,-89.9482
,
,
36.1736,-115.1264
39.0574,-76.0249
42.8416,-73.8357
40.7922,-74.1115
,
,
47.6110,-122.3335
47.7511,-122.2128
,
,
,
36.2947,-119.3813
43.2374,-86.2533
,
,
34.5093,-103.2803
,
38.9928,-94.6774
,
,
41.9927,-88.3139
34.5638,-98.2821
,
38.7921,-82.9202
34.7955,-89.9779
32.7199,-117.1805
,
43.0733,-89.4012
,
,
35.5901,-82.5582
,
,
39.5285,-119.8043
41.0099,-74.0071
39.8000,-89.6503
41.85,-87.65
48.1806,-121.9513
,
,
,
,
,
34.4191,-119.7034
37.2340,-76.7365
35.1496,-90.0487
39.4668,-87.4112
47.6110,-122.3335
39.3698,-90.1893
37.8465,-96.7577
,
,
33.6513,-112.3764
33.6771,-85.9199
34.5539,-83.4619
,
32.2179,-110.9686
35.9445,-94.0914
34.0966,-117.9073
40.0480,-105.2068
36.1524,-83.4055
33.7484,-117.7455
39.4373,-99.3698
34.8857,-81.0209
38.8916,-78.5341
47.7332,-121.7993
,
42.7422,-90.4928
42.4138,-74.6006
43.6957,-123.8419
,
45.5074,-122.6898
40.9341,-73.7547
40.6219,-74.3169
43.6608,-70.2613
40.9523,-80.6597
34.7333,-118.1492
,
,
35.1256,-117.9853
32.7199,-117.1805
33.7486,-84.3884
39.3109,-78.7332
41.9559,-71.1779
40.4999,-83.9249
40.3966,-74.1079
45.3653,-122.7602
41.6525,-83.5486
35.2118,-88.1518
43.6957,-123.8419
33.7089,-84.9132
38.0160,-84.4879
36.7125,-91.8856
39.1041,-94.5997
,
,
38.7349,-76.6478
41.8410,-70.9561
,
,
44.6334,-123.1396
46.2533,-86.8556
33.0547,-96.7312
33.8754,-117.5659
41.2117,-75.2237
43.0125,-83.6878
,
42.2705,-85.5602
38.6137,-76.8705
46.8578,-114.0150
,
,
45.4965,-122.7999
21.4496,-157.8276
,
40.9243,-72.6426
,
31.2671,-94.6385
,
39.1545,-121.4579
35.2526,-82.5333
,
39.8462,-84.9040
40.7267,-96.8458
41.8934,-70.9117
36.9768,-119.8701
43.0499,-76.1506
39.9892,-75.6119
,
,
42.1703,-71.0617
,
42.8945,-78.8869
44.8012,-84.2408
34.1382,-85.1330
40.9862,-85.7846
39.4734,-76.2870
39.4734,-76.2870
40.1005,-83.0139
39.9389,-77.3082
,
33.8308,-118.3875
38.5630,-121.8160
40.8727,-80.2503
26.5253,-80.0668
37.5539,-77.4608
39.7393,-104.9844
,
,
,
41.5651,-90.4559
36.3393,-80.4451
