lat,long
26.0194,-80.3446
27.4067,-82.4660
39.6852,-82.6080
37.7702,-84.3073
35.1858,-85.3280
,
40.4798,-124.2297
,
38.8336,-104.8206
34.6564,-86.8144
32.7797,-116.8775
42.9710,-88.1580
34.2094,-118.6799
,
41.6131,-88.0604
41.3496,-87.6173
42.3283,-89.1475
41.3496,-87.6173
39.0167,-94.2817
,
38.4818,-82.6588
38.2929,-104.5252
35.9646,-83.9197
45.5142,-91.7050
,
34.6031,-92.4914
44.7832,-85.7249
30.7696,-86.5941
46.8417,-102.8223
38.8822,-92.2523
40.8727,-80.2503
40.7003,-73.6740
,
42.6686,-83.2903
35.9914,-87.1316
45.1059,-89.1910
37.1681,-121.6270
42.4592,-83.9447
34.6362,-112.1035
41.5597,-93.7380
43.0643,-83.0490
,
47.0596,-122.3897
35.5252,-82.9731
38.6248,-87.1856
28.0427,-81.9066
37.6903,-85.8652
26.2585,-80.1633
37.8897,-91.8274
45.6988,-122.7198
47.5693,-121.7770
,
,
40.5769,-111.8952
40.7508,-73.9961
,
43.8446,-123.2926
,
42.2872,-71.3523
33.9539,-117.6477
44.7314,-92.8852
44.1787,-88.5109
41.4995,-81.6959
45.4965,-122.7999
36.1876,-94.2397
44.9508,-93.0836
44.9508,-93.0836
40.4789,-86.9572
42.4293,-92.3134
45.9874,-112.5052
,
41.5345,-88.2228
40.7722,-74.2066
,
43.5980,-116.6102
38.3961,-90.7426
40.9581,-96.5267
41.6079,-80.2904
42.2771,-88.3055
45.9874,-112.5052
42.6886,-84.2685
41.6931,-83.7287
39.1253,-76.5121
29.7416,-99.1126
41.7089,-87.7595
27.4974,-82.7078
40.6572,-75.5025
,
,
35.9677,-95.8150
46.1922,-123.0542
38.2545,-85.7595
,
44.0672,-123.0827
,
47.1683,-119.2693
42.3029,-85.1054
38.4142,-78.8926
,
46.1421,-122.7748
,
38.2545,-85.7595
43.9099,-91.2572
42.1585,-88.1570
40.6349,-78.6208
47.7543,-122.6203
40.6349,-78.6208
33.8138,-84.5503
,
33.8138,-84.5503
33.8138,-84.5503
33.8138,-84.5503
33.1520,-80.0160
42.7813,-74.3168
37.8274,-88.4368
41.6814,-72.9405
,
36.8424,-119.8031
,
40.7437,-75.2238
39.0702,-108.5530
28.5917,-82.3492
,
34.1995,-118.3044
38.7959,-94.4360
35.2298,-81.2429
38.7901,-90.8484
42.2935,-83.3148
,
,
33.5227,-112.4069
44.9848,-93.2697
35.2287,-80.8458
41.4741,-87.6305
41.4271,-87.6012
42.8517,-89.0905
,
,
43.9798,-89.7899
42.3867,-88.1695
37.0445,-84.9889
33.1520,-80.0160
,
41.3884,-87.9612
29.3337,-95.1116
38.3509,-108.4522
38.0938,-97.2431
33.2268,-86.9056
34.1665,-94.3572
39.6493,-105.0112
33.0504,-116.8281
36.4314,-95.7008
39.6100,-86.1785
19.6829,-155.2732
37.7620,-87.2598
42.5769,-83.6679
37.1731,-85.8603
,
,
39.7400,-77.4658
45.2518,-93.6641
28.5446,-81.3745
44.5573,-69.5803
35.2287,-80.8458
42.4195,-122.9336
,
,
,
42.7452,-73.8103
,
,
43.5695,-116.4040
,
39.6625,-86.8573
,
,
41.1435,-81.4737
42.9353,-97.4570
43.6094,-83.9452
,
,
36.1660,-86.7732
37.3128,-83.0558
28.5446,-81.3745
,
38.7851,-94.5459
43.2227,-77.3083
38.5318,-91.0342
39.7625,-107.0857
44.4627,-93.2060
,
47.3858,-92.4447
,
46.1701,-114.1384
37.7853,-85.4834
33.4939,-117.1475
36.6398,-121.8222
,
38.6919,-121.8616
,
42.5733,-77.7271
39.1393,-77.1805
44.4834,-88.0227
33.7654,-78.7957
42.0170,-71.2219
,
,
41.6310,-108.9428
40.9627,-81.6948
,
41.0413,-71.9560
37.1229,-98.4033
36.0829,-78.2129
37.0232,-84.0459
37.7483,-122.1163
,
37.3597,-79.1570
,
41.0413,-71.9560
,
40.9337,-73.0103
,
34.2316,-118.3445
,
42.1280,-83.2170
33.4818,-94.2955
34.2544,-97.1944
42.9614,-70.9880
33.7668,-118.1886
43.6139,-116.2025
,
42.9097,-73.1406
41.9706,-70.9732
32.8199,-83.6184
34.6657,-117.5013
40.5769,-111.8952
40.9526,-73.8829
48.0258,-123.0618
41.2346,-80.4973
36.4819,-86.6712
35.2501,-114.3623
40.7490,-73.0326
29.7634,-95.3634
32.8439,-91.8978
40.8598,-82.3135
39.4828,-86.0578
39.1253,-76.5121
42.9634,-85.6681
30.3614,-81.4264
43.8790,-111.1899
41.6525,-83.5486
36.3665,-82.1185
39.6346,-80.0744
41.8469,-84.7284
36.6436,-93.2185
44.4348,-83.5060
34.7333,-118.1492
,
40.0458,-74.1092
47.6110,-122.3335
47.4603,-92.4034
41.85,-87.65
,
,
32.6403,-117.0834
41.5078,-87.9652
29.3938,-95.2451
29.3938,-95.2451
42.5245,-71.7722
,
34.6100,-112.3153
33.9943,-117.3778
,
,
44.0751,-92.5124
47.2068,-122.3311
,
47.6110,-122.3335
42.9951,-78.8818
45.6988,-122.7198
40.3960,-75.2319
45.3236,-122.5232
35.4806,-86.4679
41.6012,-93.8609
37.6235,-79.0923
34.3349,-119.3507
38.5819,-121.4935
,
,
40.4366,-74.4168
38.3961,-90.7426
32.7776,-79.9419
37.8897,-91.8274
,
44.8646,-122.7477
,
37.9744,-87.5555
43.3973,-84.8457
,
,
47.6110,-122.3335
41.3132,-81.8111
41.7889,-78.2588
,
47.6110,-122.3335
,
39.9727,-86.1771
47.6648,-117.4375
,
40.4097,-82.2796
47.1164,-122.0172
37.2931,-120.6460
43.1705,-78.7007
25.7738,-80.1936
42.2255,-88.2317
,
43.1298,-88.3359
33.4486,-112.0733
41.85,-87.65
,
38.4789,-80.7659
,
41.5345,-88.2228
43.0744,-75.2342
35.4672,-86.0702
,
33.9866,-81.0248
34.2872,-118.4333
,
37.6766,-84.5842
43.6608,-70.2613
,
33.7036,-117.9942
,
,
,
40.3960,-75.2319
,
41.5913,-87.1736
29.3068,-94.7719
47.8740,-121.8900
36.8598,-75.9812
43.1043,-77.4262
,
32.3661,-90.3553
28.5446,-81.3745
29.7634,-95.3634
34.2853,-118.3145
,
44.9508,-93.0836
48.7477,-122.5222
43.0261,-83.6055
43.2878,-115.6153
43.5980,-116.6102
44.3241,-75.9889
41.9497,-86.4802
,
36.8424,-119.8031
48.1806,-121.9513
48.8794,-118.6042
48.3627,-120.2762
38.9391,-90.1321
39.8652,-80.0104
,
,
,
,
40.1451,-88.0315
43.0824,-74.9655
43.0824,-74.9655
40.7335,-80.7500
47.1736,-108.2812
41.6006,-93.6087
,
33.5425,-117.7825
38.9110,-75.6066
47.1164,-122.0172
,
41.4188,-83.7403
35.7752,-78.6343
45.5074,-122.6898
34.4782,-98.3572
41.0003,-72.4831
46.7436,-92.5226
35.3879,-119.0236
,
41.5597,-93.7380
47.3075,-122.2659
45.8010,-122.4842
36.8956,-121.1837
,
33.7045,-102.0140
36.1736,-115.1264
30.5184,-86.3962
29.4728,-98.5356
39.7393,-104.9844
45.5074,-122.6898
36.6443,-83.6921
,
34.7662,-80.6989
,
40.9587,-75.2992
35.0640,-92.3706
38.7059,-77.8495
30.4242,-87.2211
48.5166,-114.5550
40.9074,-80.8616
34.0333,-95.5110
37.0447,-88.0206
,
34.0033,-118.0261
,
41.6172,-70.4925
45.5208,-110.5662
40.1279,-85.3684
34.8622,-85.0397
,
,
42.2705,-85.5602
,
35.0738,-81.2050
47.1683,-119.2693
37.8887,-121.6020
33.4939,-117.1475
37.9774,-121.6442
38.0674,-121.6605
33.4939,-117.1475
32.7199,-117.1805
33.3929,-117.5296
42.2627,-71.8028
32.5679,-97.1305
,
37.8998,-121.7351
39.7393,-104.9844
38.1074,-78.9037
43.0433,-77.6142
35.7752,-78.6343
41.3990,-83.6861
43.3973,-84.8457
29.4748,-81.1274
43.0662,-106.3940
39.1233,-94.4117
47.3075,-122.2659
35.3952,-113.9916
34.3349,-119.3507
44.3960,-69.4243
38.1218,-92.6713
38.8669,-77.1528
,
35.8295,-84.3138
47.2534,-122.4432
45.2389,-122.8056
39.1175,-94.6238
36.7579,-90.4609
40.2213,-111.7387
39.9311,-77.6586
40.6888,-73.3748
20.9030,-156.5449
40.3786,-82.5040
43.3213,-88.0297
,
29.1753,-95.4531
,
,
33.5449,-110.7376
40.2990,-83.0567
33.8768,-117.8931
39.9525,-75.1644
34.0449,-117.0137
,
32.2858,-106.7449
35.5105,-79.1997
39.0324,-121.6051
44.2758,-88.3745
28.2756,-80.6566
45.4444,-122.9889
42.7878,-86.1086
39.1175,-94.6238
39.1041,-94.5997
39.1041,-94.5997
41.6322,-70.9406
36.1736,-115.1264
34.8550,-82.0277
32.2179,-110.9686
25.8579,-80.2783
41.6725,-86.2533
27.8104,-81.9866
48.0524,-113.8637
30.3383,-81.7706
44.8201,-117.7530
47.4038,-122.0059
36.8598,-75.9812
37.3435,-121.8887
33.7468,-117.8554
48.7477,-122.5222
31.3589,-89.5775
,
42.2705,-85.5602
41.5673,-87.7754
39.6493,-105.0112
,
48.0490,-121.7491
33.7668,-118.1886
42.4293,-92.3134
45.1900,-93.8371
39.5285,-119.8043
47.6648,-117.4375
41.9764,-88.2081
42.5097,-82.9360
41.6061,-72.6668
42.7283,-89.0503
40.9130,-73.0428
34.0600,-117.4400
42.8863,-87.8886
27.8427,-82.6999
44.4856,-92.8857
41.6061,-72.6668
31.5513,-97.1382
,
40.4195,-90.6239
31.7630,-106.4856
36.1736,-115.1264
47.3624,-122.1983
,
,
39.0185,-94.6941
43.6139,-116.2025
45.6988,-122.7198
36.5134,-82.5536
,
36.5134,-82.5536
,
43.3596,-124.1316
47.4610,-121.5447
38.0160,-84.4879
34.2516,-86.2570
,
,
36.1687,-94.4554
43.0984,-70.6868
37.7771,-120.7609
38.7402,-94.0081
33.4486,-112.0733
43.6139,-116.2025
32.8199,-83.6184
42.9353,-97.4570
45.7564,-84.7563
,
,
35.9566,-79.9928
,
26.0950,-97.6381
,
42.7079,-78.8295
33.9563,-83.9881
,
,
37.8241,-79.7488
41.1715,-82.2126
38.0160,-84.4879
35.4678,-97.5164
32.7521,-96.2928
,
42.5324,-78.0080
43.4653,-89.7588
43.9624,-86.3978
21.3399,-158.0131
43.7943,-86.3757
44.6420,-123.2759
45.0842,-85.2608
29.5696,-97.9385
,
,
41.8264,-89.4861
37.7961,-88.2605
41.1306,-85.1289
21.3399,-158.0131
32.7899,-116.7112
,
37.2668,-80.4368
,
38.9869,-121.1202
,
47.3075,-122.2659
48.2323,-108.6574
,
,
45.6603,-108.3843
36.8475,-120.5580
,
43.1646,-70.6755
42.8945,-78.8869
,
,
41.3868,-80.8657
43.0124,-78.9579
39.4763,-88.3595
39.3282,-120.1822
,
41.8685,-87.8188
45.2608,-94.1329
42.9951,-78.8818
,
33.4486,-112.0733
32.7709,-115.6023
28.4448,-82.2358
42.2771,-88.3055
42.2771,-88.3055
39.7757,-86.1096
36.4710,-83.5189
,
42.2030,-71.6811
40.3990,-74.0411
38.6232,-121.3281
41.6172,-70.4925
47.8226,-120.8253
34.6026,-117.1198
44.1188,-103.1879
34.1542,-118.5994
38.8551,-89.9482
38.2802,-122.0202
43.9887,-75.9057
40.2589,-75.6156
30.3567,-90.0490
40.9526,-73.8829
43.2374,-86.2533
,
29.7634,-95.3634
39.8578,-74.2665
,
48.5166,-114.5550
,
40.9048,-89.5291
,
35.7739,-81.4315
47.1683,-119.2693
29.3068,-94.7719
,
33.0368,-117.2914
43.1646,-70.6755
37.7620,-87.2598
35.2287,-80.8458
,
41.6114,-71.0818
43.0642,-70.7227
40.3436,-76.0883
32.7709,-115.6023
33.4939,-117.1475
,
,
43.9462,-116.4927
,
,
39.5382,-76.3526
47.3744,-122.7162
33.7486,-84.3884
21.3069,-157.8584
35.2565,-81.3699
40.6247,-74.0945
38.5297,-122.2795
44.7450,-72.1472
,
41.3269,-73.0819
,
38.9934,-76.5470
44.4808,-72.7177
36.8598,-75.9812
37.2709,-79.9418
28.2052,-82.3199
42.1648,-75.8786
28.5446,-81.3745
46.9780,-122.8735
41.4451,-70.5647
41.2393,-81.3339
41.8208,-75.4206
41.6161,-88.2198
,
45.8045,-87.9243
,
,
43.9045,-91.0907
40.5984,-105.1264
40.2553,-96.7279
44.0868,-121.2574
40.3836,-79.7225
47.0843,-117.1267
39.0486,-95.6778
,
,
26.5975,-80.2384
42.2093,-83.1612
29.7630,-100.9426
42.5013,-71.0667
,
43.7352,-74.7373
,
45.9754,-121.5146
,
45.6603,-108.3843
40.1279,-85.3684
42.2627,-71.8028
,
40.1552,-80.2484
,
46.6748,-120.3368
,
,
21.3069,-157.8584
32.2179,-110.9686
,
47.3075,-122.2659
40.0042,-85.3854
,
42.2569,-122.8968
,
33.1631,-117.2475
32.7877,-96.7999
36.3894,-75.8380
,
36.1537,-95.9926
38.3093,-82.6486
35.5901,-82.5582
41.2987,-72.5360
31.6649,-111.0641
33.9073,-118.0758
,
,
39.8781,-104.7761
41.5182,-90.3854
,
37.0823,-122.0612
,
42.7238,-83.4157
32.7797,-116.8775
40.0239,-111.7121
42.0158,-87.8428
36.0648,-121.5493
44.9848,-93.2697
39.4474,-76.3527
35.3952,-113.9916
26.6067,-81.6150
44.1312,-92.5317
,
29.1994,-82.0627
26.1418,-81.7950
27.9475,-82.4588
42.1581,-88.3123
,
41.5265,-80.8095
46.9258,-96.8289
,
42.1753,-83.4753
,
45.1563,-85.6252
40.7386,-73.1286
45.9582,-123.6762
47.3729,-102.3349
41.4831,-90.4848
37.2790,-121.9567
33.7668,-118.1886
,
35.0663,-78.8893
26.6067,-81.6150
,
,
39.9809,-85.7480
32.2179,-110.9686
30.5006,-97.6302
44.6593,-116.8040
,
45.8103,-90.8993
,
33.7668,-118.1886
40.1314,-75.4600
44.5633,-87.7113
,
41.4810,-87.3164
41.6358,-88.6409
38.2929,-104.5252
42.2030,-71.6811
41.1418,-104.7792
42.4351,-83.6544
29.6302,-95.6323
25.8579,-80.2783
25.7604,-80.1422
41.0139,-80.7728
,
35.3952,-113.9916
45.5082,-122.4303
45.8103,-90.8993
47.7379,-116.9402
38.3464,-85.4297
35.3952,-113.9916
35.3952,-113.9916
35.3952,-113.9916
27.8427,-82.6999
37.3435,-121.8887
31.5731,-94.4851
41.7196,-87.8808
35.5901,-82.5582
37.8770,-79.2945
46.8116,-89.4103
30.5006,-97.6302
42.2344,-120.5558
25.1872,-80.3793
43.5980,-116.6102
,
42.1243,-87.9242
41.3590,-122.3474
28.5620,-100.3325
35.2194,-75.6872
40.8668,-124.0830
33.9361,-78.4548
38.2983,-77.4914
40.8548,-74.0630
38.8184,-77.0604
40.5984,-105.1264
29.4728,-98.5356
38.4647,-82.5452
41.7249,-93.5615
,
36.5165,-87.3220
40.1005,-83.0139
33.7980,-118.2967
39.0167,-94.2817
33.9943,-117.3778
39.0249,-77.0083
44.5539,-83.3415
32.9030,-116.8655
38.7960,-121.2352
40.8110,-76.1385
42.0970,-76.2769
35.0846,-106.6516
35.1496,-90.0487
33.8746,-80.3541
46.2193,-119.1781
34.9891,-78.0535
36.5094,-86.8576
32.1309,-91.7126
39.8028,-105.0869
37.0468,-76.4853
,
29.9096,-89.8600
42.9117,-87.8607
44.0456,-70.3871
,
37.77,-122.41
47.6869,-118.1723
33.7486,-84.3884
46.9993,-122.0806
36.6530,-79.4471
42.7059,-71.1598
47.9562,-122.4177
33.9732,-96.1862
,
,
45.6988,-122.7198
45.6988,-122.7198
45.6988,-122.7198
35.0075,-114.5646
29.7575,-94.0967
31.2634,-98.0878
35.2403,-91.7049
41.2596,-95.9374
31.2634,-98.0878
41.1230,-95.8906
39.1515,-74.6934
41.5495,-72.6518
,
42.9710,-88.1580
35.9646,-83.9197
,
36.4428,-82.3459
,
42.0303,-93.5856
40.7904,-74.0210
25.7604,-80.1422
,
35.2968,-96.9507
46.8225,-100.7190
,
,
33.8348,-78.6621
34.6551,-111.4146
35.1496,-90.0487
33.7654,-78.7957
33.7654,-78.7957
33.8348,-78.6621
37.9774,-89.0497
34.1995,-118.3044
,
,
33.7668,-118.1886
47.3075,-122.2659
33.9906,-84.1531
43.5289,-111.8664
,
41.7622,-72.5227
38.2455,-122.4621
47.8801,-121.4526
35.9591,-78.2472
39.6339,-105.3177
38.6237,-97.6501
,
,
,
45.6988,-122.7198
44.8017,-122.7387
44.4841,-73.2479
,
44.6334,-123.1396
,
,
41.0829,-73.8500
41.1352,-81.3290
35.7596,-78.7795
35.2298,-81.2429
32.2179,-110.9686
26.9787,-82.3664
44.0672,-123.0827
34.3349,-119.3507
,
34.7467,-92.2801
34.1344,-118.0324
39.9209,-105.0770
,
37.7702,-84.3073
42.7878,-86.1086
42.0970,-76.2769
,
37.77,-122.41
43.1626,-72.9322
43.6139,-116.2025
,
41.1149,-76.8288
33.7654,-78.7957
,
42.2252,-76.0586
39.4019,-76.6328
36.5275,-93.2646
33.3870,-79.3814
,
,
29.7634,-95.3634
31.7313,-81.7368
34.5251,-111.8561
44.8643,-70.4140
41.4088,-75.6626
42.1318,-71.9732
46.8507,-122.8240
44.0704,-124.0123
44.0868,-121.2574
33.8478,-117.9573
44.6464,-72.6804
,
39.6410,-89.6569
37.4980,-108.3332
30.3910,-89.0729
39.9525,-75.1644
47.5619,-93.6264
35.2184,-90.1832
45.5074,-122.6898
33.7491,-117.9937
,
30.4261,-84.2517
39.76,-84.19
36.2904,-119.8372
25.7738,-80.1936
34.6805,-82.8167
43.1043,-77.4262
33.7664,-116.3279
28.1847,-81.6275
41.19,-73.12
44.7318,-93.2880
34.4191,-119.7034
,
38.0001,-101.3161
42.2093,-83.1612
42.2093,-83.1612
43.4329,-85.6991
40.3775,-105.5212
,
35.6785,-84.0895
35.2053,-101.8400
36.1736,-115.1264
,
36.1736,-115.1264
47.6177,-122.2108
,
,
27.8733,-82.8434
40.2470,-77.0232
45.1650,-92.9766
25.7738,-80.1936
45.4432,-122.5325
40.6070,-73.6546
,
33.0899,-81.9991
33.5907,-101.8535
35.4489,-89.8240
46.6748,-120.3368
42.9634,-85.6681
25.7738,-80.1936
35.4678,-97.5164
28.3746,-80.7460
33.1631,-117.2475
33.4148,-111.9088
,
,
40.2696,-75.4041
37.0445,-84.9889
45.2101,-122.5373
,
,
42.9634,-85.6681
,
,
45.4729,-123.6395
45.2165,-122.6608
44.9586,-123.0026
39.4894,-104.7688
34.0788,-87.1847
,
38.9989,-84.6267
45.5074,-122.6898
38.4818,-82.6588
39.2899,-85.2133
,
46.7436,-122.9793
41.3666,-88.8591
47.1683,-119.2693
48.0871,-101.3179
42.1950,-122.8109
35.4749,-111.7000
40.6247,-74.0945
44.5677,-110.4413
39.2954,-76.6239
,
43.5503,-96.7002
27.7956,-97.3994
32.8439,-91.8978
45.5074,-122.6898
,
39.0394,-95.2031
38.8721,-119.0749
46.6562,-67.9813
41.4995,-81.6959
40.4361,-104.6813
,
46.2193,-119.1781
32.2179,-110.9686
29.0401,-95.4806
41.4271,-87.6012
26.1418,-81.7950
,
39.7333,-75.1351
41.3553,-83.1178
36.1736,-115.1264
,
37.6687,-122.0799
27.9826,-81.7709
39.1310,-123.2441
,
42.1580,-110.3098
40.5075,-111.6998
42.9710,-88.1580
,
33.3241,-111.8769
33.1915,-111.6213
33.2455,-111.5302
42.5156,-85.3855
28.0967,-82.2710
37.9751,-122.1548
40.0326,-84.1825
,
,
,
38.6595,-90.7762
,
,
40.7784,-86.7367
33.3148,-86.6684
34.1493,-116.2821
31.9906,-106.6519
42.8437,-83.1416
41.1988,-85.8784
,
,
,
39.4157,-89.8131
41.6973,-71.5097
41.8279,-71.5181
39.7618,-86.3967
39.0223,-82.6212
41.7689,-88.1351
40.9074,-80.8616
32.7699,-106.0990
41.9764,-88.2081
,
32.7254,-97.3208
33.0547,-96.7312
35.6146,-78.4579
42.1608,-72.6034
42.0509,-70.1963
39.9525,-75.1644
,
43.6139,-116.2025
43.6752,-89.9331
,
,
34.3477,-117.5737
41.2444,-81.4626
36.0378,-115.4059
,
,
,
44.6463,-74.8878
39.9892,-75.6119
37.8241,-79.7488
39.0511,-76.7146
,
,
,
,
41.4088,-75.6626
39.1932,-76.0754
36.0287,-79.4972
22.1649,-159.3510
33.6791,-117.9055
42.7632,-84.4386
,
33.3241,-111.8769
39.6410,-89.6569
39.6410,-89.6569
35.7596,-78.7795
36.2552,-116.0393
39.9292,-91.3928
39.6148,-75.7091
34.9706,-96.6860
,
38.9857,-74.8294
40.1068,-81.9737
26.1418,-81.7950
40.0480,-105.2068
,
,
33.6233,-117.3968
33.6233,-117.3968
45.5074,-122.6898
33.0504,-116.8281
33.4486,-112.0733
36.1736,-115.1264
36.2552,-116.0393
35.9985,-114.9589
33.3594,-111.4403
36.2552,-116.0393
35.9985,-114.9589
,
36.1736,-115.1264
36.1736,-115.1264
33.8319,-111.9436
34.5210,-119.2477
38.1254,-121.1499
,
41.9605,-103.6319
30.3934,-86.4958
38.4649,-89.9709
38.9989,-84.6267
33.8142,-116.4630
,
43.2392,-73.5966
,
34.2956,-97.1288
34.9001,-82.2671
34.9001,-82.2671
37.7477,-90.6068
29.2197,-81.9319
39.2577,-76.4951
,
42.1522,-79.0962
30.3934,-86.4958
41.8238,-71.4133
41.2596,-95.9374
43.0662,-106.3940
29.5116,-95.0871
45.6988,-122.7198
34.2187,-88.7658
29.6830,-95.0482
41.1763,-96.0623
41.9883,-86.1080
35.6116,-77.3732
42.5645,-83.0689
,
42.3462,-83.0606
41.1230,-95.8906
42.3291,-83.4879
42.5547,-82.9166
42.2799,-83.1797
34.6161,-89.8982
41.7089,-87.7595
33.9736,-118.2479
,
42.2494,-83.1398
29.6313,-82.5814
61.5529,-149.8627
,
,
39.9594,-85.9457
45.5542,-121.1870
36.0830,-82.8514
,
,
,
38.8815,-94.8187
42.3140,-114.6595
42.4916,-96.3994
38.9315,-121.3234
34.4589,-116.5293
,
,
47.6110,-122.3335
41.5151,-82.9650
41.6161,-88.2198
,
44.0902,-70.6628
,
42.9951,-78.8818
43.4653,-89.7588
42.9792,-85.9383
47.4511,-122.1963
33.0830,-96.6099
44.6323,-93.3014
47.9908,-122.1990
40.6288,-76.3968
,
36.5878,-121.9458
,
44.4300,-69.6475
41.4778,-75.8484
42.6449,-83.7186
42.8945,-78.8869
41.7089,-87.7595
,
,
29.7634,-95.3634
41.2429,-74.4940
,
41.5328,-87.8894
47.7549,-122.2471
,
32.6403,-117.0834
32.6403,-117.0834
41.0413,-71.9560
32.4977,-80.9553
27.4067,-82.4660
43.1544,-77.6156
34.4191,-119.7034
45.5074,-122.6898
36.1537,-95.9926
34.2659,-77.9697
34.1493,-87.3802
34.4414,-77.6747
34.0788,-87.1847
37.9744,-87.5555
42.3283,-89.1475
42.3283,-89.1475
39.7958,-75.4454
,
,
40.4731,-104.9061
33.5843,-114.6263
,
43.0386,-87.9067
41.2422,-77.4470
42.3291,-83.4879
36.1537,-95.9926
36.4647,-108.1398
,
35.5435,-78.8328
36.1585,-81.1478
33.0902,-117.0072
41.3736,-87.4644
30.4410,-97.5979
,
29.5208,-95.1906
38.5819,-121.4935
33.7085,-116.9812
,
40.2894,-111.2096
38.6663,-104.6499
47.7332,-121.7993
33.5631,-83.8430
37.6923,-97.3374
37.1681,-121.6270
33.9943,-117.3778
37.9440,-104.8855
44.6323,-93.3014
31.2634,-98.0878
40.1005,-83.0139
42.3283,-89.1475
44.0672,-123.0827
25.7738,-80.1936
,
47.6110,-122.3335
45.5074,-122.6898
29.7707,-94.8754
42.8808,-112.3645
,
35.9920,-83.1879
33.9270,-117.8854
41.5597,-93.7380
46.9780,-122.8735
38.8822,-92.2523
,
40.5803,-79.8453
44.6420,-123.2759
42.4293,-92.3134
,
32.2179,-110.9686
41.9239,-92.5912
,
41.0444,-83.6500
,
,
44.3128,-93.2927
,
,
32.7877,-96.7999
32.9601,-96.9827
,
48.5123,-93.4412
32.9514,-96.8915
37.7961,-88.2605
36.2947,-119.3813
48.5123,-93.4412
42.3171,-77.1936
,
,
41.0288,-84.0795
40.3708,-83.7385
40.8893,-73.2486
41.4268,-71.4662
42.3770,-85.4595
41.3770,-82.5351
41.1296,-101.6439
46.3442,-113.9659
,
43.6965,-89.7602
,
,
,
,
,
36.3431,-94.2472
36.1952,-77.0920
43.8309,-71.0865
,
,
30.4182,-92.2199
29.8325,-95.7324
,
,
36.1952,-77.0920
42.5131,-73.0502
47.3142,-121.9950
38.0095,-121.9281
30.5006,-97.6302
42.5828,-71.8066
,
,
39.7757,-86.1096
42.7247,-88.5331
41.8408,-88.3380
47.3198,-123.4127
29.4728,-98.5356
40.7566,-111.9012
33.5907,-101.8535
36.3431,-94.2472
38.7636,-81.3248
41.6006,-93.6087
44.3123,-89.1307
30.4234,-81.9423
41.6322,-70.9406
43.0499,-76.1506
42.8598,-72.6813
36.5639,-94.3057
38.5819,-121.4935
37.3754,-120.3802
31.2557,-92.4742
40.0261,-76.1687
,
33.1146,-102.3352
,
,
45.5074,-122.6898
35.1858,-85.3280
42.6839,-76.7899
39.7398,-104.8562
40.1791,-76.2906
35.9445,-94.0914
38.7306,-94.8375
44.2501,-68.3540
33.8551,-85.7760
39.1502,-95.8459
39.0629,-87.1467
43.9887,-75.9057
,
41.5783,-70.6251
42.7079,-78.8295
,
,
,
48.5702,-123.0985
47.5943,-122.6265
41.6292,-71.6660
47.4207,-122.4509
43.6677,-94.7544
32.9030,-116.8655
,
41.9126,-83.4730
40.2640,-76.6319
43.6608,-70.2613
39.3157,-74.5950
,
40.0261,-76.1687
41.6310,-108.9428
27.3364,-82.5308
34.1707,-118.8364
39.9292,-91.3928
37.7483,-122.1163
36.8261,-119.6789
47.6110,-122.3335
,
43.1870,-70.8945
37.6923,-97.3374
41.9126,-83.4730
33.8302,-118.3135
,
38.8336,-104.8206
,
38.9259,-94.4010
40.1005,-83.0139
32.3572,-97.3298
44.2706,-70.2498
40.8157,-73.1187
40.8157,-73.1187
29.8915,-98.2375
,
37.7573,-121.1219
36.7397,-79.8884
,
,
40.7552,-75.3071
40.8861,-74.0463
39.0969,-76.8830
39.7393,-104.9844
46.4659,-118.7344
,
34.7658,-92.2608
39.7757,-86.1096
41.3671,-81.8671
37.7159,-122.1610
,
,
41.5584,-73.0516
42.3283,-89.1475
33.0368,-117.2914
39.4269,-84.4975
41.7888,-93.2634
43.0733,-89.4012
39.1081,-88.5797
41.2334,-85.3460
41.2796,-77.0299
45.8913,-123.9540
,
,
,
37.7702,-84.3073
34.3477,-117.5737
43.6177,-71.4782
,
35.3667,-94.4147
40.3729,-75.4852
,
36.1537,-95.9926
41.5708,-75.5774
33.9736,-118.2479
42.3634,-89.0207
39.0394,-95.2031
,
41.2380,-80.8605
44.8399,-91.9430
41.6322,-70.9406
29.7707,-94.8754
,
33.5240,-111.9036
37.6145,-122.4820
35.7752,-86.3311
26.4571,-80.0796
34.4909,-82.6086
44.4585,-90.9560
36.3233,-86.7133
39.2954,-76.6239
33.9073,-118.0758
38.6257,-92.5330
36.0648,-121.5493
,
38.2399,-84.5524
39.0969,-76.8830
43.0733,-89.4012
35.7798,-79.7083
,
44.6687,-90.1714
35.0846,-106.6516
41.0531,-82.7265
,
,
31.7630,-106.4856
39.1763,-121.2041
,
33.1730,-87.6135
,
,
36.7506,-79.9818
45.5074,-122.6898
32.3831,-94.8676
,
44.1188,-103.1879
35.5126,-82.7142
41.7622,-72.5227
34.1782,-87.9766
34.1782,-87.9766
27.9475,-82.4588
34.0399,-118.7077
40.1005,-83.0139
37.2508,-85.5194
47.6110,-122.3335
38.3505,-121.9196
43.4340,-124.0208
,
,
,
43.7161,-72.1975
38.7439,-121.2587
46.6748,-120.3368
41.4994,-87.7441
41.4994,-87.7441
35.7091,-105.8594
34.0964,-83.5746
