,State,Shape,City,Sight_Date,Sigth_Time,Sight_Day,Sight_Month,Sight_WeekDate
360,NC,Fireball,Yadkinville,25/10/1999,21:00,25,10,Segunda-Feira
361,VA,Cigar,Newport News,20/10/1999,20:00,20,10,Quarta-Feira
362,AR,Light,White River National Forest,20/10/1999,02:00,20,10,Quarta-Feira
363,TX,Sphere,Round Rock,19/10/1999,22:45,19,10,Terça-Feira
364,NY,Triangle,Buffalo,15/10/1999,23:00,15,10,Sexta-Feira
365,MI,Sphere,Taylor,15/10/1999,18:30,15,10,Sexta-Feira
366,AZ,Circle,Sierra Vista,15/10/1999,18:00,15,10,Sexta-Feira
367,MA,Fireball,Lexington,15/10/1999,02:00,15,10,Sexta-Feira
368,OK,Other,Tulsa,12/10/1999,22:15,12,10,Terça-Feira
369,NJ,Disk,Jersey,12/10/1999,10:30,12,10,Terça-Feira
370,OK,Oval,Miami,12/10/1999,09:00,12,10,Terça-Feira
371,CA,Triangle,Lancaster,30/11/1999,00:00,30,11,Terça-Feira
372,FL,Light,St. Petersburg,28/11/1999,22:00,28,11,Domingo
373,TX,Unknown,San Antonio,28/11/1999,21:30,28,11,Domingo
374,PA,Fireball,Dubois,28/11/1999,,28,11,Domingo
375,NC,Cigar,Rocky Mount,24/11/1999,21:00,24,11,Quarta-Feira
376,CA,Fireball,Anaheim,24/11/1999,10:00,24,11,Quarta-Feira
377,KY,Formation,Millwood,16/11/1999,00:00,16,11,Terça-Feira
378,AZ,Light,Kayenta,16/11/1999,23:00,16,11,Terça-Feira
379,KY,Fireball,Simpsonville,16/11/1999,21:30,16,11,Terça-Feira
380,IN,Fireball,Nashville,16/11/1999,18:00,16,11,Terça-Feira
381,KY,Light,Henderson,10/11/1999,10:35,10,11,Quarta-Feira
382,CA,Light,San Francisco,08/11/1999,19:00,08,11,Segunda-Feira
383,CA,Disk,San Mateo,05/11/1999,17:30,05,11,Sexta-Feira
384,TN,Unknown,Radcliffe,04/11/1999,23:11,04,11,Quinta-Feira
385,CA,Triangle,Torrance,01/11/1999,20:00,01,11,Segunda-Feira
386,WA,Triangle,Ephrata,01/11/1999,18:00,01,11,Segunda-Feira
387,TX,Circle,Walker County (not in city),01/11/1999,15:00,01,11,Segunda-Feira
388,NV,Oval,Las Vegas,01/11/1999,04:00,01,11,Segunda-Feira
389,AL,Cigar,Boaz,31/12/1999,01:00,31,12,Sexta-Feira
390,SC,Fireball,SC/NC (I-85),28/12/1999,22:00,28,12,Terça-Feira
391,CA,Light,Lake Shasta,28/12/1999,02:00,28,12,Terça-Feira
392,AR,Triangle,Fulton,23/12/1999,20:30,23,12,Quinta-Feira
393,NC,Sphere,Gibsonville,16/12/1999,07:15,16,12,Quinta-Feira
394,AL,Rectangle,Colombiana,05/12/1999,04:20,05,12,Domingo
395,NM,Changing,Deming,04/12/1999,02:00,04,12,Sábado
396,OH,Unknown,Fairborn,02/12/1999,02:00,02,12,Quinta-Feira
397,FL,Light,Cape Canaveral,31/01/2000,21:00,31,01,Segunda-Feira
398,CA,Triangle,Orland,17/01/2000,21:40,17,01,Segunda-Feira
399,ND,Sphere,West Fargo,15/01/2000,22:30,15,01,Sábado
400,LA,Light,Lake Charles,15/01/2000,20:00,15,01,Sábado
401,PA,Unknown,Erie (area),10/01/2000,22:00,10,01,Segunda-Feira
402,MO,Unknown,St. Louis (MO)/Columbia (IL),05/01/2000,04:30,05,01,Quarta-Feira
403,AZ,Light,Scottsdale,04/01/2000,20:30,04,01,Terça-Feira
404,MO,Triangle,Union,04/01/2000,03:15,04,01,Terça-Feira
405,FL,Rectangle,Jacksonville,02/01/2000,00:00,02,01,Domingo
406,AZ,Oval,Mesa,02/01/2000,00:30,02,01,Domingo
407,IL,Triangle,Patoka,01/01/2000,21:00,01,01,Sábado
408,IL,Diamond,Rockford,01/01/2000,17:00,01,01,Sábado
409,CA,Light,Clovis,01/01/2000,05:00,01,01,Sábado
410,NE,Light,Omaha,01/01/2000,01:00,01,01,Sábado
411,NY,Disk,New York City (Brooklyn),26/02/2000,10:00,26,02,Sábado
412,MT,Circle,Billings,23/02/2000,19:00,23,02,Quarta-Feira
413,IL,Fireball,Rockford,16/02/2000,21:30,16,02,Quarta-Feira
414,WI,Formation,Appleton,16/02/2000,09:35,16,02,Quarta-Feira
415,OR,Rectangle,Hubbard,15/02/2000,23:00,15,02,Terça-Feira
416,AK,Light,Fairbanks,15/02/2000,22:15,15,02,Terça-Feira
417,HI,Disk,Honolulu,15/02/2000,12:30,15,02,Terça-Feira
418,AZ,Oval,Petrified Forest National Park,15/02/2000,04:00,15,02,Terça-Feira
419,AZ,Oval,Petrified Forest National Park,15/02/2000,04:00,15,02,Terça-Feira
420,AZ,Unknown,Tucson,11/02/2000,19:20,11,02,Sexta-Feira
421,MO,Unknown,Columbia,09/02/2000,08:25,09,02,Quarta-Feira
422,GA,Other,Duluth,06/02/2000,23:00,06,02,Domingo
423,CA,Other,Elk Grove,02/02/2000,01:00,02,02,Quarta-Feira
424,AZ,Unknown,Flagstaff,01/02/2000,23:30,01,02,Terça-Feira
425,NY,Other,New York City (Bronx),01/02/2000,20:30,01,02,Terça-Feira
426,OR,Triangle,Cottage Grove,01/02/2000,09:00,01,02,Terça-Feira
427,AL,Triangle,Lynn,01/02/2000,02:30,01,02,Terça-Feira
428,AZ,Unknown,Flagstaff,01/02/2000,01:00,01,02,Terça-Feira
429,MA,Triangle,Westborough,31/03/2000,20:30,31,03,Sexta-Feira
430,AZ,Circle,Gilbert,30/03/2000,18:52,30,03,Quinta-Feira
431,SD,Diamond,Sioux Falls,23/03/2000,18:00,23,03,Quinta-Feira
432,SC,Circle,Charleston,13/03/2000,21:00,13,03,Segunda-Feira
433,AZ,Other,Sedona,12/03/2000,15:00,12,03,Domingo
434,TX,Circle,San Antonio,12/03/2000,04:00,12,03,Domingo
435,TX,Disk,Houston,01/03/2000,23:00,01,03,Quarta-Feira
436,CO,Rectangle,Sterling,01/03/2000,19:00,01,03,Quarta-Feira
437,NY,Light,Coram,01/03/2000,04:45,01,03,Quarta-Feira
438,CA,Triangle,Palm Springs (outside of),27/04/2000,09:15,27,04,Quinta-Feira
439,MT,Unknown,Great Falls,24/04/2000,23:30,24,04,Segunda-Feira
440,NM,Triangle,Aztec (northwest of),18/04/2000,12:00,18,04,Terça-Feira
441,AZ,Sphere,Sedona,15/04/2000,23:00,15,04,Sábado
442,AZ,Triangle,Sunflower,10/04/2000,,10,04,Segunda-Feira
443,IL,Oval,Schuyler County area,09/04/2000,22:30,09,04,Domingo
444,IL,Oval,Springfield (??) (Schuyler County),09/04/2000,22:30,09,04,Domingo
445,CA,Circle,Perris,06/04/2000,14:00,06,04,Quinta-Feira
446,CO,Other,Cortez,05/04/2000,23:00,05,04,Quarta-Feira
447,CA,Formation,Del Mar (Rancho Sante Fe),01/04/2000,19:00,01,04,Sábado
448,IL,Sphere,Chicago,01/04/2000,17:50,01,04,Sábado
449,IL,Light,Schuyler County,30/05/2000,22:07,30,05,Terça-Feira
450,NY,Disk,Victor,25/05/2000,20:00,25,05,Quinta-Feira
451,ME,Sphere,Benedicta,20/05/2000,13:00,20,05,Sábado
452,SD,Fireball,Wolsey,15/05/2000,23:00,15,05,Segunda-Feira
453,NY,Circle,New Rochelle,15/05/2000,20:00,15,05,Segunda-Feira
454,CA,Cigar,Anderson,15/05/2000,15:30,15,05,Segunda-Feira
455,CA,Triangle,Los Angeles,15/05/2000,04:00,15,05,Segunda-Feira
456,MI,Unknown,Otisville,10/05/2000,22:00,10,05,Quarta-Feira
457,MS,Circle,Saucier,10/05/2000,17:00,10,05,Quarta-Feira
458,CO,Other,Denver,08/05/2000,01:05,08,05,Segunda-Feira
459,SD,Light,Red Shirt (near),01/05/2000,23:00,01,05,Segunda-Feira
460,OH,Triangle,Centerville,01/05/2000,22:00,01,05,Segunda-Feira
461,LA,Light,Westlake,01/05/2000,21:00,01,05,Segunda-Feira
462,HI,Triangle,Ewa Beach,30/06/2000,00:00,30,06,Sexta-Feira
463,CA,Circle,Hollister,30/06/2000,22:00,30,06,Sexta-Feira
464,NY,Light,Bedford,30/06/2000,22:00,30,06,Sexta-Feira
465,NY,Triangle,Buffalo,30/06/2000,22:00,30,06,Sexta-Feira
466,OH,Triangle,Sycamore,30/06/2000,21:35,30,06,Sexta-Feira
467,NE,Formation,Lincoln,30/06/2000,21:30,30,06,Sexta-Feira
468,VT,Other,Bennington,30/06/2000,20:00,30,06,Sexta-Feira
469,ME,Cigar,West Gardiner,30/06/2000,19:00,30,06,Sexta-Feira
470,PA,Circle,Springboro,30/06/2000,15:00,30,06,Sexta-Feira
471,WA,Circle,Auburn,30/06/2000,12:00,30,06,Sexta-Feira
472,NV,Triangle,Las Vegas,30/06/2000,02:30,30,06,Sexta-Feira
473,RI,Unknown,Cranston,25/06/2000,02:25,25,06,Domingo
474,KS,Other,Stranger,22/06/2000,14:00,22,06,Quinta-Feira
475,CA,Triangle,Salida,20/06/2000,20:00,20,06,Terça-Feira
476,NJ,Other,Clifton,20/06/2000,,20,06,Terça-Feira
477,NY,Rectangle,Monroe,18/06/2000,23:06,18,06,Domingo
478,WA,Other,Seattle,15/06/2000,23:11,15,06,Quinta-Feira
479,NJ,Triangle,Millville,15/06/2000,23:00,15,06,Quinta-Feira
480,NJ,Light,Cape May Court House,15/06/2000,22:00,15,06,Quinta-Feira
481,MS,Triangle,Caarthage,15/06/2000,17:45,15,06,Quinta-Feira
482,OH,Sphere,Gallon (general area),15/06/2000,13:00,15,06,Quinta-Feira
483,OH,Other,Dayton (Wright-Patterson AFB),15/06/2000,05:00,15,06,Quinta-Feira
484,WY,Oval,Casper,13/06/2000,22:00,13,06,Terça-Feira
485,ID,Triangle,Orofino/Weippe,10/06/2000,21:30,10,06,Sábado
486,MN,Light,Ely (Boundary Waters CA),07/06/2000,21:30,07,06,Quarta-Feira
487,WA,Disk,Buckley,01/06/2000,23:00,01,06,Quinta-Feira
488,NM,Triangle,Santa Fe,01/06/2000,21:30,01,06,Quinta-Feira
489,NC,Other,Cary,01/06/2000,21:00,01,06,Quinta-Feira
490,GA,Other,Macon,01/06/2000,15:00,01,06,Quinta-Feira
491,NM,Light,Albuquerque,01/06/2000,15:00,01,06,Quinta-Feira
492,GA,Oval,Milledgeville,01/06/2000,15:00,01,06,Quinta-Feira
493,CA,Formation,San Francisco,01/06/2000,02:00,01,06,Quinta-Feira
494,CA,Oval,San Pedro,01/06/2000,01:00,01,06,Quinta-Feira
495,WA,Oval,Auburn,01/06/2000,01:00,01,06,Quinta-Feira
496,CA,Oval,Joshua Tree National Park,01/06/2000,00:00,01,06,Quinta-Feira
497,TX,Fireball,Lubbock,26/07/2000,22:00,26,07,Quarta-Feira
498,WI,Other,Sturgeon Bay,25/07/2000,22:23,25,07,Terça-Feira
499,WI,Formation,Milwaukee,24/07/2000,10:00,24,07,Segunda-Feira
500,AZ,Circle,Glendale,23/07/2000,20:30,23,07,Domingo
501,NM,Unknown,Deming,20/07/2000,21:30,20,07,Quinta-Feira
502,TX,Oval,South Padre Island,20/07/2000,21:00,20,07,Quinta-Feira
503,NJ,Flash,Longbranch,20/07/2000,01:30,20,07,Quinta-Feira
504,CA,Light,Lake City,17/07/2000,22:30,17,07,Segunda-Feira
505,WA,Changing,Issaquah,16/07/2000,09:00,16,07,Domingo
506,IL,Triangle,Loves Park,15/07/2000,22:00,15,07,Sábado
507,CA,Triangle,Los Angeles,15/07/2000,18:00,15,07,Sábado
508,UT,Disk,Vernal,15/07/2000,12:00,15,07,Sábado
509,NJ,Cylinder,Sayreville (near),15/07/2000,01:00,15,07,Sábado
510,FL,Cigar,Miami,15/07/2000,01:00,15,07,Sábado
511,OR,Flash,Portland,14/07/2000,02:00,14,07,Sexta-Feira
512,AR,Cigar,Casa,12/07/2000,23:00,12,07,Quarta-Feira
513,MD,Sphere,Frederick,07/07/2000,01:45,07,07,Sexta-Feira
514,IL,Fireball,Highland Park,07/07/2000,01:00,07,07,Sexta-Feira
515,GA,Triangle,Dawsonville,06/07/2000,00:00,06,07,Quinta-Feira
516,FL,Triangle,Cape Canaveral,05/07/2000,15:00,05,07,Quarta-Feira
517,OR,Light,Pacific City,04/07/2000,21:00,04,07,Terça-Feira
518,SC,Circle,Mount Pleasant,02/07/2000,21:15,02,07,Domingo
519,NY,Unknown,Palmyra,01/07/2000,22:00,01,07,Sábado
520,NJ,Rectangle,Sewell,01/07/2000,21:00,01,07,Sábado
521,CA,Disk,Stockton,01/07/2000,19:00,01,07,Sábado
522,WA,Triangle,Bellingham,01/07/2000,19:00,01,07,Sábado
523,TX,Circle,Waco,01/07/2000,17:00,01,07,Sábado
524,TX,Cigar,Austin,01/07/2000,16:00,01,07,Sábado
525,UT,Oval,Ogden,01/07/2000,16:00,01,07,Sábado
526,CT,Sphere,Naugatuck,01/07/2000,13:00,01,07,Sábado
527,MS,Light,"Tylertown, MS/Memphis,TN",01/07/2000,04:00,01,07,Sábado
528,IN,Triangle,Indianapolis,01/07/2000,03:00,01,07,Sábado
529,CA,Sphere,Santa Rosa,01/07/2000,01:00,01,07,Sábado
530,NY,Light,New York City (Brooklyn),20/08/2000,23:00,20,08,Domingo
531,NY,Light,New York City (Brooklyn),20/08/2000,23:00,20,08,Domingo
532,CA,Other,Yorba Linda,16/08/2000,23:10,16,08,Quarta-Feira
533,MI,Changing,Mackinaw (20 min south of; on hwy 75),15/08/2000,23:00,15,08,Terça-Feira
534,VA,Circle,Burke,15/08/2000,21:00,15,08,Terça-Feira
535,TX,Unknown,Beaumont,15/08/2000,17:00,15,08,Terça-Feira
536,KS,Triangle,Derby,12/08/2000,22:00,12,08,Sábado
537,CT,Triangle,Wallingford,12/08/2000,20:45,12,08,Sábado
538,CA,Triangle,Fresno,12/08/2000,02:00,12,08,Sábado
539,FL,Sphere,Marathon Key,03/08/2000,23:00,03,08,Quinta-Feira
540,CA,Changing,Campo,01/08/2000,23:00,01,08,Terça-Feira
541,CA,Triangle,Los Angeles,01/08/2000,18:00,01,08,Terça-Feira
542,TX,Circle,Turkey,01/08/2000,13:00,01,08,Terça-Feira
543,CA,Circle,Temecula,01/08/2000,11:00,01,08,Terça-Feira
544,CA,Sphere,Canoga Park,30/09/2000,18:24,30,09,Sábado
545,TX,Fireball,North Texas,30/09/2000,02:00,30,09,Sábado
546,CA,Oval,San Jose,21/09/2000,23:00,21,09,Quinta-Feira
547,CA,Light,San Francisco,17/09/2000,16:00,17,09,Domingo
548,WA,Rectangle,Harrington,15/09/2000,02:30,15,09,Sexta-Feira
549,OK,Other,Duncan,15/09/2000,02:00,15,09,Sexta-Feira
550,MN,Circle,Anoka,11/09/2000,18:00,11,09,Segunda-Feira
551,MO,Unknown,Holts Summit,03/09/2000,22:00,03,09,Domingo
552,IN,Triangle,South Bend,01/09/2000,22:00,01,09,Sexta-Feira
553,AZ,Fireball,Sedona,01/09/2000,22:00,01,09,Sexta-Feira
554,MO,Triangle,Sugar Creek,01/09/2000,22:00,01,09,Sexta-Feira
555,MO,Other,Union,01/09/2000,18:00,01,09,Sexta-Feira
556,TX,Other,Pottsboro,01/09/2000,08:00,01,09,Sexta-Feira
557,AL,Disk,Sipsey,31/10/2000,20:00,31,10,Terça-Feira
558,ID,Circle,Boise,31/10/2000,07:00,31,10,Terça-Feira
559,MI,Disk,Fairview,29/10/2000,20:00,29,10,Domingo
560,PA,Light,Munhall,25/10/2000,00:00,25,10,Quarta-Feira
561,TN,Unknown,Nolensville,23/10/2000,14:00,23,10,Segunda-Feira
562,TX,Light,McKinney,18/10/2000,22:15,18,10,Quarta-Feira
563,NC,Oval,Greensboro,15/10/2000,22:00,15,10,Domingo
564,OR,Circle,Portland,15/10/2000,20:00,15,10,Domingo
565,CO,Triangle,Commerce City to Henderson,15/10/2000,17:00,15,10,Domingo
566,NY,Light,Mt. Kisco,15/10/2000,04:00,15,10,Domingo
567,TX,Oval,Nassau Bay,15/10/2000,04:00,15,10,Domingo
568,KS,Triangle,Pratt,15/10/2000,00:00,15,10,Domingo
569,NY,Circle,Forest Hills,13/10/2000,01:00,13,10,Sexta-Feira
570,CA,Light,Whittier,11/10/2000,23:30,11,10,Quarta-Feira
571,WA,Diamond,Port Orchard,10/10/2000,22:00,10,10,Terça-Feira
572,NH,Other,Waterville Valley,09/10/2000,19:00,09,10,Segunda-Feira
573,MD,Triangle,Wheaton,01/10/2000,20:00,01,10,Domingo
574,CA,Light,Madera,01/10/2000,14:00,01,10,Domingo
575,OR,Unknown,Hwy 101 south of Coos Bay,21/11/2000,20:00,21,11,Terça-Feira
576,PA,Light,Jenningsville,18/11/2000,22:00,18,11,Sábado
577,NM,Other,Albuquerque,15/11/2000,21:00,15,11,Quarta-Feira
578,TX,Other,Sidney,15/11/2000,18:00,15,11,Quarta-Feira
579,ME,Unknown,Hartford,15/11/2000,01:00,15,11,Quarta-Feira
580,TN,Triangle,Jackson,12/11/2000,09:00,12,11,Domingo
581,NY,Triangle,Syracuse,10/11/2000,23:00,10,11,Sexta-Feira
582,CA,Triangle,Roseville,07/11/2000,22:00,07,11,Terça-Feira
583,PA,Light,South Roxana,04/11/2000,19:00,04,11,Sábado
584,TX,Unknown,Garland,04/11/2000,00:20,04,11,Sábado
585,CO,Triangle,Berthoud Pass,29/12/2000,19:30,29,12,Sexta-Feira
586,TX,Flash,Mansfield,28/12/2000,12:00,28,12,Quinta-Feira
587,HI,Sphere,Kea'au,27/12/2000,15:00,27,12,Quarta-Feira
588,FL,Triangle,Orlando,19/12/2000,20:00,19,12,Terça-Feira
589,TN,Light,Pioneer,16/12/2000,00:45,16,12,Sábado
590,AK,Disk,Savoonga,15/12/2000,10:00,15,12,Sexta-Feira
591,WI,Light,Marshfield,10/12/2000,15:00,10,12,Domingo
592,MN,Other,Mankato,10/12/2000,03:30,10,12,Domingo
593,KS,Light,Independence,30/01/2001,22:00,30,01,Terça-Feira
594,IL,Sphere,Chicago,30/01/2001,02:00,30,01,Terça-Feira
595,MS,Circle,Tunica,18/01/2001,23:00,18,01,Quinta-Feira
596,WV,Unknown,Princeton,12/01/2001,02:00,12,01,Sexta-Feira
597,IL,Light,Rockford,11/01/2001,21:00,11,01,Quinta-Feira
598,FL,Formation,Miramar,01/01/2001,22:30,01,01,Segunda-Feira
599,CA,Light,Oceanside,01/01/2001,18:00,01,01,Segunda-Feira
600,CO,Circle,,01/01/2001,07:30,01,01,Segunda-Feira
601,CA,Circle,Sacramento,01/01/2001,01:00,01,01,Segunda-Feira
602,PA,Unknown,Bowmansville,22/02/2001,05:30,22,02,Quinta-Feira
603,GA,Triangle,Columbus,21/02/2001,22:10,21,02,Quarta-Feira
604,AZ,Diamond,Mesa,21/02/2001,01:00,21,02,Quarta-Feira
605,UT,Circle,Sandy City,15/02/2001,20:00,15,02,Quinta-Feira
606,KS,Flash,Wichita,15/02/2001,00:05,15,02,Quinta-Feira
607,NY,Diamond,New Rochelle,14/02/2001,04:00,14,02,Quarta-Feira
608,NY,Other,Castle Creek,13/02/2001,22:00,13,02,Terça-Feira
609,MD,Light,Baldwin/Jacksonville,11/02/2001,06:45,11,02,Domingo
610,OK,Triangle,Okmulgee,08/02/2001,11:00,08,02,Quinta-Feira
611,WA,Circle,Bellevue,01/02/2001,05:45,01,02,Quinta-Feira
612,AK,Light,Palmer,30/03/2001,22:00,30,03,Sexta-Feira
613,CA,Disk,San Jose,26/03/2001,13:00,26,03,Segunda-Feira
614,FL,Triangle,Orlando & Daytona (between),22/03/2001,00:30,22,03,Quinta-Feira
615,MN,Unknown,Frontenac,15/03/2001,21:00,15,03,Quinta-Feira
616,CA,Light,Redding,14/03/2001,18:30,14,03,Quarta-Feira
617,UT,Unknown,Salt Lake City,13/03/2001,19:00,13,03,Terça-Feira
618,PA,Sphere,West Middlesex,10/03/2001,22:30,10,03,Sábado
619,PA,Disk,Clarion,01/03/2001,22:00,01,03,Quinta-Feira
620,FL,Sphere,Indialantic,01/03/2001,19:00,01,03,Quinta-Feira
621,IL,Rectangle,Edwardsville,30/04/2001,23:00,30,04,Segunda-Feira
622,VA,Unknown,Amherst,28/04/2001,23:00,28,04,Sábado
623,NM,Light,Albuquerque,26/04/2001,03:00,26,04,Quinta-Feira
624,AZ,Diamond,Phoenix,23/04/2001,02:00,23,04,Segunda-Feira
625,AL,Other,Hamilton,19/04/2001,20:30,19,04,Quinta-Feira
626,KS,Circle,McLouth,18/04/2001,23:30,18,04,Quarta-Feira
627,UT,Disk,Salt Lake City,15/04/2001,23:30,15,04,Domingo
628,WV,Light,Princeton,15/04/2001,19:00,15,04,Domingo
629,WA,Sphere,Hanford Nuclear Reservation,15/04/2001,14:30,15,04,Domingo
630,WA,Triangle,Soap Lake,15/04/2001,10:30,15,04,Domingo
631,WA,Oval,Woodland,01/04/2001,21:00,01,04,Domingo
632,WA,Unknown,Port Angeles,01/04/2001,03:30,01,04,Domingo
633,NH,Flash,Alton,01/04/2001,02:00,01,04,Domingo
634,CT,Circle,Meriden,30/05/2001,12:00,30,05,Quarta-Feira
635,WI,Cylinder,Luxemburg,26/05/2001,22:45,26,05,Sábado
636,NC,Light,Murphy,24/05/2001,22:00,24,05,Quinta-Feira
637,KY,Sphere,Ashland,23/05/2001,22:00,23,05,Quarta-Feira
638,CO,Oval,Denver,20/05/2001,14:00,20,05,Domingo
639,VA,Sphere,Roanoke,18/05/2001,20:17,18,05,Sexta-Feira
640,FL,Light,Dania Beach (fishing pier),18/05/2001,03:30,18,05,Sexta-Feira
641,IL,Sphere,Joliet,17/05/2001,15:00,17,05,Quinta-Feira
642,MO,Cylinder,Warrensburg,15/05/2001,19:00,15,05,Terça-Feira
643,NY,Oval,New York City (Manhattan),15/05/2001,13:00,15,05,Terça-Feira
644,NY,Light,Franklin,14/05/2001,22:00,14,05,Segunda-Feira
645,CA,Fireball,Phelan,05/05/2001,17:00,05,05,Sábado
646,CA,Disk,Santa Cruz,05/05/2001,12:00,05,05,Sábado
647,OK,Rectangle,Noble,01/05/2001,21:00,01,05,Terça-Feira
648,NV,Unknown,Henderson,01/05/2001,17:30,01,05,Terça-Feira
649,AZ,Changing,Palm Springs/Blythe (between),01/05/2001,01:00,01,05,Terça-Feira
650,NY,Triangle,Pine Bush,30/06/2001,23:00,30,06,Sábado
651,MN,Light,Minnesota (unspecified location),30/06/2001,22:00,30,06,Sábado
652,TN,Light,Crestline,30/06/2001,21:00,30,06,Sábado
653,CA,Rectangle,Garden Grove,30/06/2001,20:00,30,06,Sábado
654,NJ,Sphere,Atlantic Highlands,30/06/2001,20:00,30,06,Sábado
655,OH,Triangle,Howland,30/06/2001,20:00,30,06,Sábado
656,FL,Unknown,Delray Beach,30/06/2001,19:00,30,06,Sábado
657,FL,Other,Parrish,30/06/2001,12:00,30,06,Sábado
658,NV,Oval,Nevada desert (rural; unspecified by witness),30/06/2001,11:00,30,06,Sábado
659,FL,Circle,Florahome,30/06/2001,10:45,30,06,Sábado
660,OH,Light,Enon,30/06/2001,05:00,30,06,Sábado
661,TN,Circle,Lafollette,30/06/2001,01:00,30,06,Sábado
662,CA,Other,Santa Rosa,30/06/2001,00:30,30,06,Sábado
663,PA,Oval,UNKNOWN,29/06/2001,01:35,29,06,Sexta-Feira
664,GA,Circle,Dalton,22/06/2001,10:37,22,06,Sexta-Feira
665,TX,Sphere,San Antonio,21/06/2001,13:00,21,06,Quinta-Feira
666,MT,Circle,Harlowton,21/06/2001,02:52,21,06,Quinta-Feira
667,AZ,Unknown,Tucson,20/06/2001,01:00,20,06,Quarta-Feira
668,MS,Triangle,Carthage,18/06/2001,21:30,18,06,Segunda-Feira
669,SC,Sphere,Myrtle Beach,15/06/2001,23:00,15,06,Sexta-Feira
670,CA,Circle,Cutler,15/06/2001,22:00,15,06,Sexta-Feira
671,IL,Sphere,Naperville,15/06/2001,17:15,15,06,Sexta-Feira
672,CO,Disk,Littleton,15/06/2001,15:00,15,06,Sexta-Feira
673,SC,Disk,Florence,11/06/2001,13:00,11,06,Segunda-Feira
674,WV,Other,Follansbee,11/06/2001,00:00,11,06,Segunda-Feira
675,SD,Unknown,Springfield,08/06/2001,,08,06,Sexta-Feira
676,UT,Light,Provo,05/06/2001,03:30,05,06,Terça-Feira
677,NC,Light,Hilton Head,01/06/2001,23:00,01,06,Sexta-Feira
678,CA,Fireball,Coulterville,01/06/2001,23:00,01,06,Sexta-Feira
679,CA,Sphere,Various,01/06/2001,21:30,01,06,Sexta-Feira
680,GA,Rectangle,Jackson,01/06/2001,21:00,01,06,Sexta-Feira
681,AR,Light,Shirley,01/06/2001,16:00,01,06,Sexta-Feira
682,IL,Disk,Lake in the Hills,29/07/2001,22:00,29,07,Domingo
683,PA,Fireball,East Prospect,24/07/2001,18:30,24,07,Terça-Feira
684,NV,Cigar,Spring Valley,23/07/2001,00:09,23,07,Segunda-Feira
685,TX,Cylinder,San Marcos,20/07/2001,23:00,20,07,Sexta-Feira
686,MI,Light,Gobles,20/07/2001,00:30,20,07,Sexta-Feira
687,NH,Unknown,Somersworth,17/07/2001,22:00,17,07,Terça-Feira
688,NJ,Disk,Marlboro,17/07/2001,21:00,17,07,Terça-Feira
689,NJ,Disk,Marlboro Township,17/07/2001,20:30,17,07,Terça-Feira
690,MI,Light,Harrison,16/07/2001,22:00,16,07,Segunda-Feira
691,NC,Triangle,Boone,15/07/2001,23:00,15,07,Domingo
692,NY,Unknown,Hamlin,15/07/2001,21:00,15,07,Domingo
693,TX,Other,El Paso,15/07/2001,16:15,15,07,Domingo
694,CA,Cylinder,Warner Springs,15/07/2001,12:00,15,07,Domingo
695,OK,Unknown,Oklahoma City,15/07/2001,03:16,15,07,Domingo
696,CA,Fireball,Wilmington,15/07/2001,03:00,15,07,Domingo
697,NE,Light,Ainsworth,15/07/2001,01:15,15,07,Domingo
698,PA,Triangle,Wilkes-Barre,15/07/2001,00:00,15,07,Domingo
699,CA,Light,Joshua Tree,14/07/2001,22:30,14,07,Sábado
700,TX,Fireball,Cleveland,12/07/2001,21:09,12,07,Quinta-Feira
701,OH,Fireball,West Chester,10/07/2001,00:00,10,07,Terça-Feira
702,CA,Sphere,Spring Valley,09/07/2001,20:00,09,07,Segunda-Feira
703,OR,Light,North Bend,07/07/2001,21:00,07,07,Sábado
704,CA,Diamond,San Jose,05/07/2001,22:00,05,07,Quinta-Feira
705,MO,Triangle,Doniphan,02/07/2001,22:00,02,07,Segunda-Feira
706,FL,Circle,Hallandale,01/07/2001,23:00,01,07,Domingo
707,MN,Triangle,Knife River,28/08/2001,22:30,28,08,Terça-Feira
708,NJ,Oval,Burlington,28/08/2001,22:00,28,08,Terça-Feira
709,CO,Fireball,Denver,20/08/2001,13:00,20,08,Segunda-Feira
710,NJ,Light,Seaside Heights,16/08/2001,22:00,16,08,Quinta-Feira
711,VT,Triangle,Enosburg Falls,15/08/2001,21:45,15,08,Quarta-Feira
712,OK,Other,Lawton,15/08/2001,03:00,15,08,Quarta-Feira
713,OH,Light,Lancaster,13/08/2001,22:31,13,08,Segunda-Feira
714,FL,Triangle,Jupiter,12/08/2001,22:30,12,08,Domingo
715,ID,Disk,Nampa,07/08/2001,23:00,07,08,Terça-Feira
716,OR,Triangle,Cottage Grove,01/08/2001,21:30,01,08,Quarta-Feira
717,WA,Disk,Federal Way,01/08/2001,12:00,01,08,Quarta-Feira
718,VA,Other,Ashburn,01/08/2001,03:00,01,08,Quarta-Feira
719,CO,Triangle,Vail,01/08/2001,01:00,01,08,Quarta-Feira
720,KY,Unknown,Louisville,01/08/2001,01:00,01,08,Quarta-Feira
721,CA,Disk,Hanford,30/09/2001,14:25,30,09,Domingo
722,LA,Sphere,Benton,30/09/2001,00:00,30,09,Domingo
723,VA,Other,Richmond,28/09/2001,23:00,28,09,Sexta-Feira
